transcript	chr	gene	strand	start	end
NM_001204834.1	chr3	ANO10	-	43366347	43621965
NM_001204833.2	chr3	ANO10	-	43366325	43622077
NM_001204833.1	chr3	ANO10	-	43366642	43622003
NM_001204832.2	chr3	ANO10	-	43366325	43622077
NM_001204832.1	chr3	ANO10	-	43366358	43621984
NM_001204831.2	chr3	ANO10	-	43366325	43622077
NM_001204831.1	chr3	ANO10	-	43366555	43622011
NM_001364791.2	chr12	ANO2	-	5562654	5945259
NM_001278597.3	chr12	ANO2	-	5562654	5946232
NM_001278597.1	chr12	ANO2	-	5562653	5946232
NM_001278596.3	chr12	ANO2	-	5562654	5945259
NM_031418.4	chr11	ANO3	+	26332129	26663289
NM_031418.3	chr11	ANO3	+	26331423	26663288
NM_031418.2	chr11	ANO3	+	26331423	26663288
NM_001313727.1	chr11	ANO3	+	26473901	26663289
NM_001313726.1	chr11	ANO3	+	26189122	26663289
NM_178826.4	chr12	ANO4	+	100794775	101128629
NM_178826.3	chr12	ANO4	+	100794806	101128641
NM_001286616.1	chr12	ANO4	+	100901645	101128641
NM_001286615.2	chr12	ANO4	+	100794775	101128629
NM_213599.2	chr11	ANO5	+	22193175	22283367
NM_001142649.2	chr11	ANO5	+	22193084	22283357
NM_001204803.2	chr12	ANO6	+	45216094	45432349
NM_001204803.1	chr12	ANO6	+	45216084	45431782
NM_001142679.2	chr12	ANO6	+	45216094	45440404
NM_001142679.1	chr12	ANO6	+	45216019	45440404
NM_001142678.2	chr12	ANO6	+	45292689	45432349
NM_001025356.3	chr12	ANO6	+	45216094	45432349
NM_001025356.2	chr12	ANO6	+	45216119	45432351
NM_001370694.2	chr2	ANO7	+	241188676	241225976
NM_001370694.1	chr2	ANO7	+	241188508	241225376
NM_001001891.3	chr2	ANO7	+	241188508	241225376
NM_001001666.4	chr2	ANO7	+	241188676	241196165
NM_001001666.3	chr2	ANO7	+	241188508	241196168
NM_020959.3	chr19	ANO8	-	17323222	17334855
NM_020959.2	chr19	ANO8	-	17323222	17334829
NM_001347882.2	chr11	ANO9	-	417937	442011
NM_001012302.3	chr11	ANO9	-	417937	442011
NM_001012302.2	chr11	ANO9	-	418262	442011
NM_000216.4	chrX	ANOS1	-	8528873	8732137
NM_000216.3	chrX	ANOS1	-	8528873	8732186
NM_006305.4	chr15	ANP32A	-	68778534	68820895
NM_006305.3	chr15	ANP32A	-	68778534	68820895
NM_006401.3	chr9	ANP32B	+	97983340	98015943
NM_006401.2	chr9	ANP32B	+	97983360	98015943
NM_012403.1	chr4	ANP32C	-	164197006	164197711
NM_012404.3	chr12	ANP32D	+	48472558	48473622
NM_012404.2	chr12	ANP32D	+	48472664	48473622
NM_030920.5	chr1	ANP32E	-	150218416	150236112
NM_030920.4	chr1	ANP32E	-	150218416	150236156
NM_001280560.2	chr1	ANP32E	-	150218416	150236112
NM_001280560.1	chr1	ANP32E	-	150220537	150235955
NM_001280559.2	chr1	ANP32E	-	150218416	150236112
NM_001136479.3	chr1	ANP32E	-	150218416	150234678
NM_001136479.2	chr1	ANP32E	-	150218554	150234678
NM_001136478.4	chr1	ANP32E	-	150218416	150236112
NM_001136478.3	chr1	ANP32E	-	150220271	150236022
NM_001150.3	chr15	ANPEP	-	89784894	89814852
NM_001150.2	chr15	ANPEP	-	89784888	89814862
NM_023933.3	chr16	ANTKMT	+	721145	722590
NM_001271285.2	chr16	ANTKMT	+	721145	722590
NM_053034.2	chr2	ANTXR1	+	69013143	69172558
NM_032208.2	chr2	ANTXR1	+	69013143	69249327
NM_018153.3	chr2	ANTXR1	+	69013143	69146365
NM_058172.6	chr4	ANTXR2	-	79901145	80073229
NM_058172.5	chr4	ANTXR2	-	79901148	80073086
NM_001286781.2	chr4	ANTXR2	-	79901145	80073229
NM_001286781.1	chr4	ANTXR2	-	79907352	80073472
NM_001286780.2	chr4	ANTXR2	-	79901145	80073472
NM_001145794.1	chr4	ANTXR2	-	79977506	80073323
NM_001354208.1	chr10	ANTXRL	+	46286996	46330207
NM_001278688.2	chr10	ANTXRL	+	46286996	46330207
NM_000700.3	chr9	ANXA1	+	73151864	73170393
NM_000700.2	chr9	ANXA1	+	73151756	73170393
NM_000700.1	chr9	ANXA1	+	73151756	73170393
NM_007193.5	chr4	ANXA10	+	168092536	168187736
NM_007193.4	chr4	ANXA10	+	168092514	168187690
NM_145869.2	chr10	ANXA11	-	80150888	80205537
NM_145869.1	chr10	ANXA11	-	80150888	80205572
NM_145868.2	chr10	ANXA11	-	80150888	80205537
NM_145868.1	chr10	ANXA11	-	80155123	80205572
NM_001278409.2	chr10	ANXA11	-	80150888	80205537
NM_001278409.1	chr10	ANXA11	-	80155123	80172871
NM_001278408.1	chr10	ANXA11	-	80155123	80204491
NM_001278407.2	chr10	ANXA11	-	80150888	80205808
NM_001157.3	chr10	ANXA11	-	80150888	80205537
NM_001157.2	chr10	ANXA11	-	80150888	80205572
NM_004306.4	chr8	ANXA13	-	123680793	123737393
NM_004306.3	chr8	ANXA13	-	123680794	123737407
NM_004306.2	chr8	ANXA13	-	123680794	123737407
NM_001003954.3	chr8	ANXA13	-	123680793	123737393
NM_001003954.1	chr8	ANXA13	-	123680793	123737402
NM_004039.3	chr15	ANXA2	-	60347150	60397986
NM_004039.2	chr15	ANXA2	-	60347326	60398043
NM_001136015.3	chr15	ANXA2	-	60347150	60397986
NM_001136015.2	chr15	ANXA2	-	60347133	60397986
NM_001002858.3	chr15	ANXA2	-	60347150	60397986
NM_001002858.2	chr15	ANXA2	-	60347331	60397985
NM_001002857.2	chr15	ANXA2	-	60347150	60397986
NM_001002857.1	chr15	ANXA2	-	60347341	60397986
NM_001014279.2	chr5	ANXA2R	-	43039079	43040345
NM_005139.3	chr4	ANXA3	+	78551769	78610447
NM_005139.2	chr4	ANXA3	+	78551518	78610421
NM_001365496.2	chr2	ANXA4	+	69742133	69827112
NM_001320702.2	chr2	ANXA4	+	69742133	69827112
NM_001320702.1	chr2	ANXA4	+	69741973	69827100
NM_001320700.2	chr2	ANXA4	+	69742133	69827112
NM_001320698.2	chr2	ANXA4	+	69643807	69827112
NM_001153.5	chr2	ANXA4	+	69742133	69827112
NM_001153.3	chr2	ANXA4	+	69741973	69826464
NM_001154.4	chr4	ANXA5	-	121667945	121696980
NM_001154.3	chr4	ANXA5	-	121667954	121697113
NM_001363114.2	chr5	ANXA6	-	151100705	151157779
NM_001193544.2	chr5	ANXA6	-	151100705	151141684
NM_001193544.1	chr5	ANXA6	-	151101108	151141640
NM_001155.5	chr5	ANXA6	-	151100705	151157779
NM_001155.4	chr5	ANXA6	-	151101104	151157882
NM_004034.4	chr10	ANXA7	-	73375100	73414058
NM_004034.2	chr10	ANXA7	-	73375444	73414067
NM_001320880.2	chr10	ANXA7	-	73375100	73414058
NM_001320879.2	chr10	ANXA7	-	73375100	73414058
NM_001320879.1	chr10	ANXA7	-	73375100	73414067
NM_001156.5	chr10	ANXA7	-	73375100	73414058
NM_001156.3	chr10	ANXA7	-	73375100	73414067
NM_001271703.1	chr10	ANXA8	-	47467992	47484158
NM_001271702.1	chr10	ANXA8	-	47467992	47484158
NM_001040084.3	chr10	ANXA8	-	47467992	47484115
NM_001040084.2	chr10	ANXA8	-	47467992	47484055
NM_001278924.2	chr10	ANXA8L1	+	46375775	46391778
NM_001278924.1	chr10	ANXA8L1	+	46375675	46391784
NM_001278923.2	chr10	ANXA8L1	+	46375775	46391778
NM_001098845.3	chr10	ANXA8L1	+	46375775	46391778
NM_001098845.2	chr10	ANXA8L2	+	46375726	46390930
NM_003568.3	chr1	ANXA9	+	150982291	150995634
NM_003568.2	chr1	ANXA9	+	150982016	150995634
NM_001637.4	chr7	AOAH	-	36512940	36724494
NM_001637.3	chr7	AOAH	-	36512998	36724548
NM_001177507.1	chr7	AOAH	-	36512940	36724549
NM_001177506.1	chr7	AOAH	-	36512940	36724549
NM_001272072.2	chr7	AOC1	+	150852516	150861504
NM_001272072.1	chr7	AOC1	+	150852514	150861289
NM_001091.4	chr7	AOC1	+	150852516	150861504
NM_001091.3	chr7	AOC1	+	150852476	150861504
NM_009590.4	chr17	AOC2	+	42844579	42850707
NM_009590.2	chr17	AOC2	+	42844599	42850707
NM_001158.5	chr17	AOC2	+	42844579	42850707
NM_003734.4	chr17	AOC3	+	42851198	42858124
NM_003734.3	chr17	AOC3	+	42851183	42858124
NM_001277732.1	chr17	AOC3	+	42853242	42858130
NM_001277731.1	chr17	AOC3	+	42851183	42858130
NM_032823.5	chr9	AOPEP	+	94726668	95087218
NM_001193331.3	chr9	AOPEP	+	94726698	94933673
NM_001193329.1	chr9	AOPEP	+	94759648	95087218
NM_001159.4	chr2	AOX1	+	200586013	200671495
NM_001159.3	chr2	AOX1	+	200585867	200671495
NM_001098835.1	chr11	AP004243.1	+	60757007	60776731
NM_018569.6	chr4	AP1AR	+	112231786	112273110
NM_018569.4	chr4	AP1AR	+	112231736	112270047
NM_001128426.3	chr4	AP1AR	+	112231786	112273110
NM_001128426.1	chr4	AP1AR	+	112231832	112269677
NM_145730.2	chr22	AP1B1	-	29327679	29388583
NM_001166019.2	chr22	AP1B1	-	29327679	29388570
NM_001166019.1	chr22	AP1B1	-	29327864	29388583
NM_001127.3	chr22	AP1B1	-	29327679	29388583
NM_001128.6	chr16	AP1G1	-	71728999	71808834
NM_001128.5	chr16	AP1G1	-	71728999	71809201
NM_001030007.2	chr16	AP1G1	-	71728999	71808834
NM_001030007.1	chr16	AP1G1	-	71732384	71809201
NM_003917.5	chr14	AP1G2	-	23559566	23567791
NM_003917.4	chr14	AP1G2	-	23559567	23567803
NM_001354681.2	chr14	AP1G2	-	23559566	23567791
NM_001354677.2	chr14	AP1G2	-	23559566	23567791
NM_001354675.2	chr14	AP1G2	-	23559566	23567791
NM_001354674.2	chr14	AP1G2	-	23559566	23567791
NM_001354673.2	chr14	AP1G2	-	23559566	23567791
NM_001282475.2	chr14	AP1G2	-	23559566	23567791
NM_001282475.1	chr14	AP1G2	-	23559564	23568070
NM_001282474.2	chr14	AP1G2	-	23559566	23567791
NM_032493.4	chr19	AP1M1	+	16197910	16245906
NM_032493.3	chr19	AP1M1	+	16197577	16245907
NM_001130524.2	chr19	AP1M1	+	16197910	16245906
NM_001130524.1	chr19	AP1M1	+	16197933	16235345
NM_005498.5	chr19	AP1M2	-	10572670	10587312
NM_005498.4	chr19	AP1M2	-	10572671	10587314
NM_001300887.2	chr19	AP1M2	-	10572670	10587312
NM_001300887.1	chr19	AP1M2	-	10572670	10587315
NM_001283.5	chr7	AP1S1	+	101154475	101161276
NM_001283.3	chr7	AP1S1	+	101154396	101161277
NM_003916.5	chrX	AP1S2	-	15825805	15854813
NM_003916.4	chrX	AP1S2	-	15825805	15854931
NM_001369008.1	chrX	AP1S2	-	15830058	15854813
NM_001369007.1	chrX	AP1S2	-	15830058	15854813
NM_001368994.1	chrX	AP1S2	-	15830058	15854813
NM_001272071.2	chrX	AP1S2	-	15825805	15854813
NM_001272071.1	chrX	AP1S2	-	15827324	15855014
NM_001039569.2	chr2	AP1S3	-	223755325	223837582
NM_001039569.1	chr2	AP1S3	-	223758481	223837582
NM_130787.3	chr19	AP2A1	+	49767000	49807114
NM_130787.2	chr19	AP2A1	+	49766967	49807112
NM_014203.3	chr19	AP2A1	+	49767000	49807114
NM_014203.2	chr19	AP2A1	+	49767133	49807110
NM_012305.4	chr11	AP2A2	+	925869	1012240
NM_012305.3	chr11	AP2A2	+	925880	1012239
NM_001242837.1	chr11	AP2A2	+	925808	1012245
NM_001282.3	chr17	AP2B1	+	35587321	35726413
NM_001282.2	chr17	AP2B1	+	35587273	35726409
NM_001030006.2	chr17	AP2B1	+	35587321	35726413
NM_001030006.1	chr17	AP2B1	+	35587321	35723917
NM_004068.4	chr3	AP2M1	+	184174854	184184091
NM_004068.3	chr3	AP2M1	+	184174854	184184091
NM_001311198.1	chr3	AP2M1	+	184174845	184184091
NM_001025205.1	chr3	AP2M1	+	184174845	184184091
NM_021575.4	chr19	AP2S1	-	46838135	46850846
NM_004069.5	chr19	AP2S1	-	46838135	46850846
NM_004069.3	chr19	AP2S1	-	46838166	46850992
NM_001301081.2	chr19	AP2S1	-	46838135	46850846
NM_001301081.1	chr19	AP2S1	-	46838157	46850769
NM_001301078.2	chr19	AP2S1	-	46838135	46850846
NM_001301078.1	chr19	AP2S1	-	46838135	46850777
NM_001301076.2	chr19	AP2S1	-	46838135	46850314
NM_001301076.1	chr19	AP2S1	-	46838157	46850316
NM_003664.4	chr5	AP3B1	-	78002325	78294755
NM_001271769.2	chr5	AP3B1	-	78000521	78294698
NM_001271769.1	chr5	AP3B1	-	78002325	78294692
NM_004644.5	chr15	AP3B2	-	82659280	82709875
NM_004644.4	chr15	AP3B2	-	82659281	82709908
NM_001348441.1	chr15	AP3B2	-	82659280	82662675
NM_001348440.1	chr15	AP3B2	-	82685090	82709908
NM_001278512.2	chr15	AP3B2	-	82659280	82709875
NM_001278512.1	chr15	AP3B2	-	82659536	82709779
NM_001278511.1	chr15	AP3B2	-	82659280	82709908
NM_003938.8	chr19	AP3D1	-	2100987	2151566
NM_003938.6	chr19	AP3D1	-	2100987	2151557
NM_001261826.3	chr19	AP3D1	-	2100987	2151566
NM_001261826.1	chr19	AP3D1	-	2100993	2151541
NM_207012.4	chr10	AP3M1	-	74120254	74150828
NM_207012.2	chr10	AP3M1	-	74120254	74151063
NM_012095.6	chr10	AP3M1	-	74120254	74150828
NM_012095.4	chr10	AP3M1	-	74121765	74151063
NM_001320265.2	chr10	AP3M1	-	74120254	74150828
NM_001320264.2	chr10	AP3M1	-	74120254	74150828
NM_001320263.2	chr10	AP3M1	-	74120254	74150828
NM_006803.4	chr8	AP3M2	+	42153062	42171183
NM_006803.3	chr8	AP3M2	+	42152945	42171183
NM_001134296.1	chr8	AP3M2	+	42152945	42171183
NM_001364122.1	chr5	AP3S1	+	115841945	115914080
NM_001364120.1	chr5	AP3S1	+	115841945	115914080
NM_001364119.1	chr5	AP3S1	+	115841945	115914080
NM_001318094.2	chr5	AP3S1	+	115841934	115914081
NM_001318094.1	chr5	AP3S1	+	115841480	115914081
NM_001318093.2	chr5	AP3S1	+	115841934	115914081
NM_001318091.2	chr5	AP3S1	+	115841934	115914081
NM_001318090.2	chr5	AP3S1	+	115841934	115914081
NM_001284.4	chr5	AP3S1	+	115841934	115914081
NM_001284.2	chr5	AP3S1	+	115841480	115914081
NM_001002924.3	chr5	AP3S1	+	115841934	115914081
NM_005829.5	chr15	AP3S2	-	89830598	89893994
NM_005829.4	chr15	AP3S2	-	89830598	89894342
NM_006594.5	chr1	AP4B1	-	113894193	113905028
NM_006594.3	chr1	AP4B1	-	113894747	113905070
NM_001308312.2	chr1	AP4B1	-	113894193	113904799
NM_001253853.3	chr1	AP4B1	-	113894193	113905028
NM_001253852.3	chr1	AP4B1	-	113894193	113904799
NM_001253852.2	chr1	AP4B1	-	113894747	113904998
NM_001253852.1	chr1	AP4B1	-	113894747	113904998
NM_007347.5	chr15	AP4E1	+	50908682	51005895
NM_007347.4	chr15	AP4E1	+	50908672	51005900
NM_001252127.2	chr15	AP4E1	+	50908682	51005895
NM_004722.4	chr7	AP4M1	+	100101642	100109039
NM_004722.3	chr7	AP4M1	+	100101556	100107179
NM_001363671.1	chr7	AP4M1	+	100101647	100107176
NM_007077.4	chr14	AP4S1	+	31025469	31085802
NM_001254729.1	chr14	AP4S1	+	31025105	31096450
NM_001254728.1	chr14	AP4S1	+	31026642	31096450
NM_001254727.1	chr14	AP4S1	+	31025469	31085802
NM_001254726.1	chr14	AP4S1	+	31025469	31085802
NM_001128126.3	chr14	AP4S1	+	31025648	31096450
NM_001128126.2	chr14	AP4S1	+	31025465	31096450
NM_138368.5	chr11	AP5B1	-	65773897	65780976
NM_138368.4	chr11	AP5B1	-	65775892	65780802
NM_018229.4	chr14	AP5M1	+	57268970	57298742
NM_018229.3	chr14	AP5M1	+	57268908	57298742
NM_018347.3	chr20	AP5S1	+	3820546	3828838
NM_018347.2	chr20	AP5S1	+	3820523	3825307
NM_001204447.2	chr20	AP5S1	+	3820546	3828838
NM_001204447.1	chr20	AP5S1	+	3820535	3825302
NM_001204446.1	chr20	AP5S1	+	3820523	3825307
NM_014855.3	chr7	AP5Z1	+	4775622	4794397
NM_014855.2	chr7	AP5Z1	+	4775621	4791768
NM_001364858.1	chr7	AP5Z1	+	4775622	4794397
NM_181869.1	chr12	APAF1	+	98645299	98735433
NM_181868.1	chr12	APAF1	+	98645299	98735433
NM_181861.2	chr12	APAF1	+	98645289	98735433
NM_181861.1	chr12	APAF1	+	98645140	98733527
NM_013229.3	chr12	APAF1	+	98645289	98735433
NM_013229.2	chr12	APAF1	+	98648352	98735426
NM_001160.3	chr12	APAF1	+	98645289	98735433
NM_001160.2	chr12	APAF1	+	98645299	98735433
NM_001163.4	chr9	APBA1	-	69427531	69672371
NM_001163.3	chr9	APBA1	-	69427529	69672306
NM_005503.3	chr15	APBA2	+	28921636	29118315
NM_001353797.2	chr15	APBA2	+	29070657	29118315
NM_001353796.2	chr15	APBA2	+	29070657	29118315
NM_001353795.2	chr15	APBA2	+	28885973	29109388
NM_001353794.2	chr15	APBA2	+	28995526	29118315
NM_001353793.2	chr15	APBA2	+	28934003	29118315
NM_001353792.2	chr15	APBA2	+	28885973	29118315
NM_001353791.2	chr15	APBA2	+	28934003	29118315
NM_001353790.2	chr15	APBA2	+	28885973	29118315
NM_001353789.2	chr15	APBA2	+	28885973	29118315
NM_001353788.2	chr15	APBA2	+	28885973	29118315
NM_001130414.1	chr15	APBA2	+	28921636	29118315
NM_004886.4	chr19	APBA3	-	3750771	3761692
NM_004886.3	chr19	APBA3	-	3750879	3761699
NM_145689.3	chr11	APBB1	-	6395124	6419453
NM_145689.2	chr11	APBB1	-	6395124	6419414
NM_001257326.2	chr11	APBB1	-	6395123	6405417
NM_001257325.2	chr11	APBB1	-	6395123	6404691
NM_001257323.2	chr11	APBB1	-	6395123	6404933
NM_001257321.2	chr11	APBB1	-	6395123	6405417
NM_001257320.2	chr11	APBB1	-	6395123	6405663
NM_001257319.2	chr11	APBB1	-	6395123	6404933
NM_001164.5	chr11	APBB1	-	6395124	6419094
NM_001164.4	chr11	APBB1	-	6395124	6419070
NM_019043.4	chr10	APBB1IP	+	26438340	26567803
NM_019043.3	chr10	APBB1IP	+	26438202	26567803
NM_173075.5	chr4	APBB2	-	40810026	41214542
NM_173075.4	chr4	APBB2	-	40814606	41214458
NM_004307.2	chr4	APBB2	-	40810026	41214542
NM_004307.1	chr4	APBB2	-	40815323	41214532
NM_001330658.2	chr4	APBB2	-	40810026	41214542
NM_001330656.2	chr4	APBB2	-	40810026	41214542
NM_001166054.1	chr4	APBB2	-	40810026	40857192
NM_001166053.1	chr4	APBB2	-	40810026	40857192
NM_001166052.2	chr4	APBB2	-	40810026	40857155
NM_001166051.2	chr4	APBB2	-	40810026	40857155
NM_001166050.2	chr4	APBB2	-	40810026	41214542
NM_001166050.1	chr4	APBB2	-	40810026	41214618
NM_133174.2	chr5	APBB3	-	140558267	140564604
NM_133173.2	chr5	APBB3	-	140558267	140564604
NM_133172.2	chr5	APBB3	-	140558267	140564604
NM_006051.3	chr5	APBB3	-	140558267	140564604
NM_001354906.2	chr5	APC	+	112737884	112846239
NM_001354905.2	chr5	APC	+	112737884	112846239
NM_001354904.2	chr5	APC	+	112737884	112846239
NM_001354903.2	chr5	APC	+	112737884	112846239
NM_001354902.2	chr5	APC	+	112707497	112846239
NM_001354901.2	chr5	APC	+	112737884	112846239
NM_001354900.2	chr5	APC	+	112737884	112846239
NM_001354899.2	chr5	APC	+	112737884	112846239
NM_001354899.1	chr5	APC	+	112737887	112846239
NM_001354898.2	chr5	APC	+	112737884	112846239
NM_001354897.2	chr5	APC	+	112707497	112846239
NM_001354896.2	chr5	APC	+	112737884	112846239
NM_001354895.2	chr5	APC	+	112707497	112846239
NM_001127511.3	chr5	APC	+	112707497	112846239
NM_001127511.2	chr5	APC	+	112707521	112839054
NM_001127510.3	chr5	APC	+	112737884	112846239
NM_001127510.2	chr5	APC	+	112737894	112846056
NM_000038.6	chr5	APC	+	112737884	112846239
NM_000038.5	chr5	APC	+	112737887	112846239
NM_005883.2	chr19	APC2	+	1450148	1473244
NM_001351273.1	chr19	APC2	+	1452983	1473244
NM_153000.5	chr18	APCDD1	+	10454634	10489949
NM_153000.4	chr18	APCDD1	+	10454627	10489948
NM_153360.3	chr20	APCDD1L	-	58459100	58515399
NM_153360.2	chr20	APCDD1L	-	58459100	58514938
NM_153360.1	chr20	APCDD1L	-	58459100	58514938
NM_001304787.2	chr20	APCDD1L	-	58459100	58515399
NM_001639.4	chr1	APCS	+	159587825	159588865
NM_001639.3	chr1	APCS	+	159587824	159588865
NM_001640.4	chr3	APEH	+	49674350	49683971
NM_001640.3	chr3	APEH	+	49674001	49683963
NM_001297550.2	chr4	APELA	+	164877177	164897527
NM_001297550.1	chr4	APELA	+	164877003	164897523
NM_080649.3	chr14	APEX1	+	20455225	20457767
NM_080649.2	chr14	APEX1	+	20455190	20457772
NM_080648.3	chr14	APEX1	+	20455225	20457767
NM_001641.4	chr14	APEX1	+	20455225	20457767
NM_001641.3	chr14	APEX1	+	20455194	20457767
NM_001244249.2	chr14	APEX1	+	20455225	20457767
NM_014481.4	chrX	APEX2	+	55000362	55009057
NM_014481.3	chrX	APEX2	+	55000356	55009057
NM_001271748.2	chrX	APEX2	+	55000362	55009057
NM_016022.3	chr1	APH1A	-	150265398	150269209
NM_001243772.1	chr1	APH1A	-	150265398	150269209
NM_001243771.1	chr1	APH1A	-	150265398	150269209
NM_001077628.3	chr1	APH1A	-	150265403	150269016
NM_001077628.2	chr1	APH1A	-	150265403	150268999
NM_031301.4	chr15	APH1B	+	63277604	63309126
NM_031301.3	chr15	APH1B	+	63277553	63309126
NM_001145646.1	chr15	APH1B	+	63277549	63309126
NM_006595.4	chr11	API5	+	43311995	43344529
NM_006595.3	chr11	API5	+	43312002	43344529
NM_001243747.2	chr11	API5	+	43311995	43344529
NM_001142931.2	chr11	API5	+	43311995	43344529
NM_001142931.1	chr11	API5	+	43311997	43342981
NM_001142930.2	chr11	API5	+	43311995	43344529
NM_001142930.1	chr11	API5	+	43311988	43342664
NM_015957.4	chr11	APIP	-	34882294	34916379
NM_015957.3	chr11	APIP	-	34882294	34916499
NM_199294.2	chr1	APITD1	+	10430442	10442809
NM_199006.2	chr1	APITD1-CORT	+	10430383	10451659
NM_198544.3	chr1	APITD1-CORT	+	10430101	10452153
NM_001270517.1	chr1	APITD1-CORT	+	10430101	10452003
NM_001243768.1	chr1	APITD1-CORT	+	10430746	10452003
NM_173545.3	chr2	APLF	+	68467584	68580162
NM_173545.2	chr2	APLF	+	68467560	68580162
NM_138964.2	chr2	APLF	+	68645821	68655576
NM_017413.5	chrX	APLN	-	129645258	129654956
NM_017413.4	chrX	APLN	-	129645258	129654937
NM_005161.4	chr11	APLNR	-	57233576	57237453
NM_005166.4	chr19	APLP1	+	35868444	35879797
NM_005166.3	chr19	APLP1	+	35868444	35879788
NM_001024807.2	chr19	APLP1	+	35868444	35879797
NM_001642.3	chr11	APLP2	+	130069893	130144805
NM_001642.2	chr11	APLP2	+	130069905	130144811
NM_001328686.2	chr11	APLP2	+	130069893	130144805
NM_001328685.2	chr11	APLP2	+	130069893	130144805
NM_001328684.2	chr11	APLP2	+	130069893	130144805
NM_001328682.2	chr11	APLP2	+	130069893	130144805
NM_001243299.1	chr11	APLP2	+	130070567	130144811
NM_001142278.2	chr11	APLP2	+	130069893	130144805
NM_001142278.1	chr11	APLP2	+	130069915	130143679
NM_001142277.2	chr11	APLP2	+	130069893	130144805
NM_001142277.1	chr11	APLP2	+	130069893	130143806
NM_001142276.2	chr11	APLP2	+	130069893	130144805
NM_001142276.1	chr11	APLP2	+	130069920	130144405
NM_020531.3	chr20	APMAP	-	24962924	24992751
NM_020531.2	chr20	APMAP	-	24962924	24992979
NM_001318021.1	chr11	APOA1	-	116835750	116837950
NM_001318018.2	chr11	APOA1	-	116835750	116837622
NM_001318017.2	chr11	APOA1	-	116835750	116837622
NM_000039.2	chr11	APOA1	-	116835750	116837950
NM_144772.2	chr1	APOA1BP	+	156591761	156594299
NM_001643.2	chr1	APOA2	-	161222291	161223628
NM_001643.1	chr1	APOA2	-	161222291	161223628
NM_000482.4	chr11	APOA4	-	116820699	116823304
NM_000482.3	chr11	APOA4	-	116820699	116823306
NM_052968.5	chr11	APOA5	-	116789366	116792420
NM_052968.4	chr11	APOA5	-	116789372	116792420
NM_001371904.1	chr11	APOA5	-	116789366	116791879
NM_001166598.2	chr11	APOA5	-	116789366	116792420
NM_000384.3	chr2	APOB	-	21001428	21044073
NM_000384.2	chr2	APOB	-	21001428	21044073
NM_005889.4	chr12	APOBEC1	-	7649399	7665908
NM_005889.3	chr12	APOBEC1	-	7649399	7665903
NM_001644.5	chr12	APOBEC1	-	7649399	7665908
NM_001304566.1	chr12	APOBEC1	-	7649399	7670599
NM_006789.3	chr6	APOBEC2	+	41053200	41064891
NM_145699.4	chr22	APOBEC3A	+	38957608	38963184
NM_145699.3	chr22	APOBEC3A	+	38957521	38963183
NM_001270406.2	chr22	APOBEC3A	+	38957608	38963184
NM_001193289.1	chr22	APOBEC3A	+	38957521	38992778
NM_004900.5	chr22	APOBEC3B	+	38982346	38992779
NM_004900.4	chr22	APOBEC3B	+	38982408	38992784
NM_001270411.2	chr22	APOBEC3B	+	38982346	38992779
NM_001270411.1	chr22	APOBEC3B	+	38982346	38992546
NM_014508.3	chr22	APOBEC3C	+	39014256	39020352
NM_014508.2	chr22	APOBEC3C	+	39014082	39020352
NM_152426.4	chr22	APOBEC3D	+	39021126	39033277
NM_152426.3	chr22	APOBEC3D	+	39021112	39033276
NM_001363781.1	chr22	APOBEC3D	+	39021126	39033251
NM_145298.6	chr22	APOBEC3F	+	39040863	39055972
NM_145298.5	chr22	APOBEC3F	+	39040603	39053910
NM_001006666.2	chr22	APOBEC3F	+	39040863	39044423
NM_021822.4	chr22	APOBEC3G	+	39077274	39087743
NM_021822.3	chr22	APOBEC3G	+	39077004	39087743
NM_001349438.2	chr22	APOBEC3G	+	39077274	39083216
NM_001349437.1	chr22	APOBEC3G	+	39077004	39087743
NM_001349436.1	chr22	APOBEC3G	+	39077004	39087743
NM_181773.5	chr22	APOBEC3H	+	39097243	39104067
NM_181773.3	chr22	APOBEC3H	+	39097284	39104067
NM_001166004.2	chr22	APOBEC3H	+	39097223	39102605
NM_001166004.1	chr22	APOBEC3H	+	39097223	39102558
NM_001166003.3	chr22	APOBEC3H	+	39097243	39104067
NM_001166003.1	chr22	APOBEC3H	+	39097274	39103998
NM_001166002.3	chr22	APOBEC3H	+	39097243	39104067
NM_001166002.1	chr22	APOBEC3H	+	39097223	39104067
NM_203454.3	chr1	APOBEC4	-	183646274	183653316
NM_203454.2	chr1	APOBEC4	-	183646403	183653313
NM_018690.4	chr16	APOBR	+	28494642	28498964
NM_018690.3	chr16	APOBR	+	28494648	28498970
NM_001645.5	chr19	APOC1	+	44914607	44919346
NM_001645.3	chr19	APOC1	+	44914246	44919342
NM_001321066.2	chr19	APOC1	+	44914324	44919346
NM_001321065.2	chr19	APOC1	+	44914324	44919346
NM_000483.5	chr19	APOC2	+	44946050	44949565
NM_000483.4	chr19	APOC2	+	44945981	44949563
NM_000040.3	chr11	APOC3	+	116829906	116833072
NM_000040.1	chr11	APOC3	+	116829891	116833072
NM_001646.3	chr19	APOC4	+	44942236	44945496
NM_001646.2	chr19	APOC4	+	44942237	44945496
NM_001647.4	chr3	APOD	-	195568704	195583940
NM_001647.3	chr3	APOD	-	195568701	195584205
NM_001302691.2	chr19	APOE	+	44905795	44909393
